"name,value_euro,age,overall_rating"
"C. Burgess,450000,23,63"
"J. O'Shea,350000,30,63"
"D. Campos,400000,23,63"
"O. Shaw,825000,20,63"
"B. Öksüz,550000,22,63"
"D. Poggenberg,375000,26,63"
"L. Burge,350000,26,63"
"O. Güçtekin,725000,19,63"
"J. Wilson,290000,30,63"
"Zhang Chenglin,250000,32,63"
"F. Fallatah,290000,30,63"
"J. Lindner,350000,30,63"
"L. Vigouroux,325000,25,63"
"A. Cisak,290000,29,63"
"E. Benavidez,350000,30,63"
"D. Suga,525000,20,63"
"J. Gaspar,575000,21,63"
"M. Maruoka,550000,23,63"
"Lee Bum Soo,290000,28,63"
"T. Okamoto,375000,26,63"
"D. Djigla,500000,23,63"
"P. Gori,20000,38,63"
"M. Salisu,625000,19,63"
"T. Arano,475000,25,63"
"S. Miller,350000,31,63"
"Wang Jie,290000,30,63"
"V. Slivka,500000,23,63"
"M. Sourzac,300000,26,63"
"A. Verdugo,550000,21,63"
"B. Kirsch,550000,22,63"
"E. Andersson,550000,23,63"
"G. Fabiano,220000,34,63"
"P. Digby,400000,24,63"
"Yu Ziqian,190000,33,63"
"H. Rashidi,400000,24,63"
"C. Bravo,550000,21,63"
"H. Bonmann,375000,25,63"
"M. Broberg,375000,28,63"
"Tian Yinong,375000,28,63"
"S. Oum Gouet,500000,21,63"
"M. Yandaş,525000,24,63"
"M. Ratajczak,50000,36,63"
"R. Anane-Gyasi,500000,24,63"
"Joo Min Kyu,375000,28,63"
"N. Al Subhi,325000,28,63"
"M. Etuin,500000,23,63"
"S. Horemans,550000,20,63"
"Tang Shi,500000,24,63"
"Montoro,425000,24,63"
"A. Bakayoko,500000,23,63"
"S. Essende,575000,21,63"
"C. Brown,400000,25,63"
"L. Pons,375000,28,63"
"Huang Zichang,600000,21,63"
"T. Baumgart,600000,21,63"
"S. Mmaee,450000,22,63"
"B. Rotenberg,200000,32,63"
"M. Velásquez,270000,30,63"
"M. Marrone,240000,32,63"
"P. Siegl,400000,25,63"
"J. Wright,375000,29,63"
"O. Gaines,625000,21,63"
"T. Moore,500000,21,63"
"R. Hedges,575000,23,63"
"David Alba,550000,19,63"
"S. Schimmer,500000,24,63"
"Kim Gun Hee,525000,24,63"
"H. Camara,825000,21,63"
"T. Hagn,500000,24,63"
"J. Arctander Moe,475000,23,63"
"O. Berg,475000,25,63"
"S. Robinson,425000,26,63"
"K. Goden,550000,20,63"
"L. Tupta,725000,20,63"
"M. Spelmann,325000,31,63"
"Feng Renliang,350000,30,63"
"F. Brown Forbes,400000,27,63"
"E. Aguirre,650000,20,63"
"J. González,290000,27,63"
"F. Carstens,550000,20,63"
"H. Akino,500000,24,63"
"Jorge Félix,400000,27,63"
"Bae Ki Jong,160000,35,63"
"G. Ingrosso,290000,30,63"
"E. Frederiksen,725000,18,63"
"J. Hjorth,425000,24,63"
"P. Fernández,220000,31,63"
"G. Arokoyo,400000,26,63"
"A. Bah,650000,21,63"
"N. De Medina,500000,21,63"
"Yu Jun Soo,270000,30,63"
"Jimmy,525000,22,63"
"Lee Jin Hyun,600000,21,63"
"Fábio Ferreira,350000,29,63"
"F. Barboza,625000,22,63"
"Zhang Chi,220000,31,62"
"J. Vargas,375000,23,62"
"B. Rubio,450000,22,62"
"D. Granli,375000,24,62"
"Iván Martos,475000,21,62"
"D. Otto,650000,20,62"
"B. Collins,350000,22,62"
"L. Nolan,400000,24,62"
"A. Bamba,400000,24,62"
"K. Duncan,475000,21,62"
"M. Kuleli,400000,20,62"
"C. Roberts,550000,21,62"
"D. Steininger,450000,23,62"
"Idrisa Sambú,525000,20,62"
"R. Macek,525000,21,62"
"J. Morrell,475000,22,62"
"Andrés Martín,625000,19,62"
"Samuel Manchón,550000,22,62"
"G. Piscitella,350000,25,62"
"E. Yeşilyurt,375000,25,62"
"A. Dovbyk,500000,21,62"
"N. Menéndez,350000,25,62"
"Marc Aguado,625000,19,62"
"R. Hernández,600000,21,62"
"Li Peng,300000,28,62"
"T. Kunimoto,525000,21,62"
"J. McGing,325000,24,62"
"M. Litka,475000,23,62"
"M. Clayton,400000,24,62"
"Pedro Neto,625000,18,62"
"R. ten Hove,475000,21,62"
"G. Diaz,325000,24,62"
"N. Baxter,400000,20,62"
"A. Altuna,325000,27,62"
"B. Kennedy,450000,22,62"
"I. Näsberg,400000,22,62"
"L. Sapela,70000,36,62"
"S. Hyodo,230000,33,62"
"M. Baude,240000,29,62"
"L. Dennis,375000,26,62"
"P. Hellquist,350000,27,62"
"L. Jonsson,280000,26,62"
"A. Mehring,325000,24,62"
"R. Koczor,240000,30,62"
"B. Schwarz,200000,32,62"
"W. Omsberg,425000,23,62"
"Lee Sang Ki,400000,22,62"
"N. Barona,675000,21,62"
"D. Kudła,270000,26,62"
"D. Kopacz,650000,19,62"
"M. Hiller,325000,22,62"
"S. Cibois,550000,21,62"
"Kim Kyung Jung,325000,27,62"
"B. Castrillon,650000,19,62"
"A. Bakayoko,575000,21,62"
"A. Taylor-Sinclair,280000,27,62"
"B. Fofana,650000,20,62"
"Lee Min Gi,325000,25,62"
"O. Marrufo,375000,26,62"
"A. Al Ammar,350000,25,62"
"Jwa Joon Hyeop,300000,27,62"
"Y. Ammour,650000,19,62"
"C. Mamengi,550000,17,62"
"A. Jafar,375000,25,62"
"J. Rebolledo,325000,27,62"
"A. Pelvas,300000,30,62"
"M. Makasi,425000,23,62"
"G. Byers,450000,22,62"
"L. Rodríguez,350000,24,62"
"Sun Shilin,240000,30,62"
"C. Operi,525000,21,62"
"J. Coppens,250000,28,62"
"B. Šerbečić,450000,20,62"
"W. Miller,425000,22,62"
"D. Foulon,450000,19,62"
"J. Kade,650000,19,62"
"H. Belal,325000,25,62"
"Pedro Pelágio,525000,18,62"
"G. Mainero,450000,23,62"
"D. Mazzocco,400000,23,62"
"Kim Do Hyung,325000,28,62"
"D. Wright,425000,23,62"
"C. Raglan,300000,25,62"
"Du Zhenyu,130000,36,62"
"M. Ofkir,450000,22,62"
"M. Kühne,220000,31,62"
"F. Báez,300000,27,62"
"Kike,400000,19,62"
"J. Clisby,290000,27,62"
"Ko Kyung Min,270000,31,62"
"M. O'Brien,300000,26,62"
"J. Segre,475000,22,62"
"A. Lotti,475000,22,62"
"Longchang Lin,250000,29,62"
"A. Leitch-Smith,325000,29,62"
"D. Grubb,325000,27,62"
"B. Kraev,475000,21,62"
"L. Jackson,325000,23,62"
"D. Duarte,120000,33,62"
"A. Falch,260000,26,62"
"Feng Zhuoyi,290000,29,62"
"M. Bottani,350000,27,62"
"T. Broadbent,260000,27,62"
"G. Wojtkowiak,90000,35,62"
"S. Kavanagh,325000,25,62"
"Zhang Chiming,300000,30,62"
"Dani Reina,575000,19,62"
"F. Baak,450000,19,62"
"S. Rasswalder,200000,31,62"
"Tiagildo Serra,290000,31,62"
"L. D'Ath,350000,26,62"
"S. Nakahara,400000,24,62"
"K. Yamamoto,300000,29,62"
"R. Delaney,425000,22,62"
"A. Collin,150000,34,62"
"O. Malik,260000,28,62"
"T. David,350000,22,62"
"A. Bray,425000,23,62"
"Luo Xin,280000,29,62"
"Antón,525000,20,62"
"Y. Fekir,550000,21,62"
"W. Al Anazi,425000,24,62"
"F. Stritzel,280000,25,62"
"R. Griffiths,700000,18,62"
"J. Delem,325000,25,62"
"M. Al Enazi,90000,35,62"
"Y. Delfi,600000,18,62"
"M. Thalhammer,475000,21,62"
"M. Degerlund,375000,20,62"
"H. White,350000,23,62"
"B. Garratt,325000,24,62"
"W. Pawłowski,270000,26,62"
"V. Emmersón,400000,23,62"
"A. Dadakdeniz,425000,19,62"
"Li Shuai,375000,23,62"
"M. Pronichev,625000,19,62"
"N. Díaz,450000,19,62"
"A. Fontana,500000,19,62"
"J. Díaz,450000,20,62"
"H. Al Habib,400000,24,62"
"N. Rinderknecht,475000,21,62"
"O. Shenton,650000,21,62"
"J. Anderson,450000,22,62"
"C. Daniel,220000,31,62"
"D. Petrovic,350000,26,62"
"A. Startsev,325000,24,62"
"N. Stierlin,575000,19,62"
"J. Odgaard,650000,19,62"
"K. Fukai,400000,23,62"
"F. Barceló,400000,25,62"
"Hwang ByeongGeun,325000,24,62"
"B. Comley,450000,23,62"
"C. Arano,,24,62"
"J. Brandon,525000,21,62"
"D. Hernández,500000,19,62"
"K. Mawatari,280000,27,62"
"A. Dávila,650000,20,62"
"M. Rodriguez,475000,23,62"
"B. Kukeli,150000,35,62"
"I. Lučić,325000,23,62"
"J. Vagnoman,600000,18,62"
"F. Rodríguez,425000,23,62"
"Marc Vales,290000,28,62"
"V. Leikvoll Moberg,300000,28,62"
"C. Woodman,70000,36,62"
"S. Ohlsson,350000,26,62"
"E. Seidou,290000,27,62"
"D. Cardozo,270000,31,62"
"M. Biamou,325000,28,62"
"E. Riis Jakobsen,500000,20,62"
"Prendes,425000,21,62"
"M. Cassara,260000,27,62"
"P. Anderson,300000,30,62"
"G. Jones,350000,23,62"
"D. Wilson,500000,21,62"
"C. Ogilvie,400000,23,62"
"M. Dolan,375000,26,62"
"Yu Dabao,230000,30,62"
"M. Hjulmand,500000,19,62"
"Fran Serrano,375000,23,62"
"T. Söderström,400000,25,62"
"J. Cejas,675000,21,62"
"J. Kotzke,250000,28,62"
"J. Shackleton,550000,19,62"
"C. Alcock,220000,31,62"
"Álex Blanco,525000,20,62"
"Ba Dun,425000,23,62"
"G. Sandomierski,210000,29,62"
"R. Aït Nouri,525000,17,62"
"J. Dem,325000,25,62"
"M. Yamane,350000,25,62"
"T. Payne,,25,62"
"T. Sawada,325000,27,62"
"S. Barreto,600000,19,62"
"K. Lejeune,120000,34,62"
"W. Piñones,230000,30,62"
"T. Davies,325000,26,62"
"S. Sama,350000,26,62"
"Fran Cruz,260000,27,62"
"K. Nakamura,600000,18,62"
"A. Eisa,550000,22,62"
"S. Byrne,375000,25,62"
"T. Fukumitsu,325000,27,62"
"I. Meslier,500000,19,62"
"L. McCormick,120000,35,62"
"V. Vasic,250000,28,62"
"O. Banks,375000,26,62"
"Zhang Yu,375000,24,62"
"O. Macías,550000,20,62"
"J. Kitolano,550000,19,62"
"L. Grorud,90000,35,62"
"P. Beruatto,575000,20,62"
"V. Gyökeres,675000,20,62"
"João Pereira,240000,28,62"
"T. Aldred,290000,28,62"
"A. Schäfer,650000,19,62"
"L. O'Brien,650000,20,62"
"M. Simon,240000,33,62"
"Rubén Enri,475000,20,62"
"D. Pérez,625000,19,62"
"D. Alampasu,375000,22,62"
"F. Arkenberg,375000,23,62"
"S. Segarel,425000,25,62"
"Jeong Tae Wook,400000,21,62"
"S. Yatéké,500000,19,62"
"L. Hupfauf,375000,22,62"
"Ricardo Friedrich,280000,26,62"
"R. Torres,375000,22,61"
"H. Futami,220000,26,61"
"J. Robinson,290000,24,61"
"Meseguer,450000,19,61"
"D. Anyembe,375000,20,61"
"B. Meredith,210000,29,61"
"Lim Min Hyeok,280000,25,61"
"C. Jones,550000,18,61"
"S. Cordero,300000,22,61"
"A. Edun,550000,20,61"
"K. Garcia,250000,28,61"
"S. Czajkowski,425000,22,61"
"I. Marega,350000,20,61"
"A. Cervantes,400000,21,61"
"Ko Tae Won,270000,25,61"
"R. Hall-Johnson,290000,23,61"
"Jiang Jihong,200000,29,61"
"M. Sejmenovic,140000,33,61"
"G. Postma,300000,21,61"
"J. Ščuk,210000,28,61"
"Raúl Vallejo,325000,23,61"
"F. Al Shammari,20000,37,61"
"A. Ciss,525000,19,61"
"A. Dursun,475000,20,61"
"E. Zaldívar,400000,22,61"
"S. Schreck,550000,20,61"
"T. Cissokho,475000,19,61"
"Jorge Mier,475000,20,61"
"F. Sivetti,400000,20,61"
"Liu Junshuai,290000,24,61"
"A. Sissako,550000,20,61"
"J. Aros,325000,23,61"
"R. Hepburn-Murphy,550000,20,61"
"A. Halme,500000,20,61"
"K. O'Connor,325000,23,61"
"L. Sotomayor,350000,22,61"
"T. Vaiho,170000,30,61"
"J. Bühler,400000,21,61"
"A. Zekaj,475000,18,61"
"I. Minchev,,27,61"
"K. Howkins,280000,22,61"
"J. Chianese,250000,29,61"
"C. Hidalgo,200000,32,61"
"T. Alarcón,475000,19,61"
"M. Uusitalo,325000,21,61"
"C. Reppesgård,270000,25,61"
"A. Al Hamdan,525000,19,61"
"A. Ryczkowski,350000,21,61"
"Parra,300000,23,61"
"N. Al Omran,375000,21,61"
"L. Dietz,400000,22,61"
"D. Contreras,300000,25,61"
"B. Risa,500000,21,61"
"T. Svendsen,525000,19,61"
"G. MacKenzie,140000,33,61"
"A. Sarr,270000,27,61"
"T. Marsh,325000,25,61"
"Y. Bisseck,500000,18,61"
"T. Casali,250000,23,61"
"A. Spyrou,525000,19,61"
"C. Yüksel,550000,21,61"
"M. Engelhardt,240000,25,61"
"A. Ávila,475000,20,61"
"A. Al Jadani,200000,28,61"
"R. Edwards,325000,25,61"
"F. Baise,30000,38,61"
"R. Muhammed,325000,25,61"
"Li Xiaoming,300000,23,61"
"A. Stadler,240000,31,61"
"C. Clements,250000,29,61"
"T. Denton,325000,23,61"
"D. Hyam,350000,23,61"
"T. Buitink,525000,18,61"
"Vitó Ferreira,375000,21,61"
"D. Barnes,290000,22,61"
"T. Kainz,260000,26,61"
"Gorka Giralt,300000,23,61"
"Leja,300000,23,61"
"G. Gaetano,525000,18,61"
"I. Aguilar,425000,21,61"
"M. Hosseini,290000,22,61"
"K. Partida,280000,23,61"
"F. Obilor,250000,28,61"
"Jiang Jiajun,200000,29,61"
"H. Tifner,400000,22,61"
"S. Old,140000,33,61"
"D. Byrtek,250000,28,61"
"Ángel López,400000,22,61"
"J. Cacciabue,375000,21,61"
"Wang Song,130000,35,61"
"B. Lundgaard,250000,23,61"
"L. Woolfenden,325000,20,61"
"A. Helmersen,450000,20,61"
"J. Wallace,270000,27,61"
"G. Guiffrey,375000,21,61"
"P. Michael,425000,20,61"
"M. Forss,450000,19,61"
"K. Kakoi,200000,27,61"
"R. Yamazaki,250000,29,61"
"M. Krauß,350000,22,61"
"D. O'Shea,375000,20,61"
"E. Fernández,230000,26,61"
"Lee Tae Ho,240000,27,61"
"A. Al Fiqi,300000,26,61"
"Darío Poveda,425000,21,61"
"S. Boyd,140000,32,61"
"J. Keohane,240000,28,61"
"J. Dinzeyi,475000,19,61"
"C. McCarthy,500000,20,61"
"Tang Jiashu,210000,28,61"
"Lee Jae Ik,425000,19,61"
"J. Asiri,450000,21,61"
"V. Golemić,250000,27,61"
"S. Ruiz,500000,21,61"
"J. Houghton,350000,23,61"
"V. Müller,375000,20,61"
"M. Quiñones,280000,22,61"
"Bai Yuefeng,160000,31,61"
"M. Reule,250000,25,61"
"J. Suárez,375000,22,61"
"Diego Pampín,450000,18,61"
"D. Vlahovic,525000,19,61"
"J. Lindsey,450000,18,61"
"J. Ogenia,425000,20,61"
"A. Bennett,30000,37,61"
"T. Børkeeiet,525000,19,61"
"L. Gambin,300000,25,61"
"P. Tawiah,350000,20,61"
"M. Roffo,475000,18,61"
"A. Evans,550000,20,61"
"Yi Fan,230000,27,61"
"L. Østigård,475000,19,61"
"D. Duhaney,475000,20,61"
"K. Kizito,375000,22,61"
"K. Kristinsson,475000,19,61"
"P. Smyth,550000,21,61"
"D. Mihajlovic,240000,27,61"
"K. Anzai,290000,24,61"
"M. Wintzheimer,550000,20,61"
"G. Lamardo,400000,21,61"
"N. Bazan,550000,20,61"
"J. Mendive,300000,22,61"
"Y. Schmid,350000,23,61"
"M. Rose,325000,24,61"
"J. Álvarez,525000,19,61"
"T. Basila,500000,19,61"
"F. Lesniak,375000,22,61"
"P. Farman,180000,29,61"
"J. Morias,400000,23,61"
"M. Lercher,300000,23,61"
"E. Bytyqi,375000,22,61"
"L. Malagón,350000,22,61"
"Bae Sin Yeong,300000,26,61"
"Liang Xueming,350000,23,61"
"S. Ayala,325000,23,61"
"W. Atkinson,240000,30,61"
"M. Ellis,200000,30,61"
"N. Temperini,260000,24,61"
"A. Morkaya,200000,29,61"
"R. D'Haese,425000,20,61"
"J. Albert,260000,27,61"
"J. Benteke,350000,23,61"
"C. Calderón,425000,21,61"
"M. Kamekawa,270000,25,61"
"J. Bamert,500000,20,61"
"E. Wichne,375000,21,61"
"J. Brinch,325000,23,61"
"S. Tka,210000,27,61"
"E. Cerna,475000,21,61"
"M. Hewelt,300000,22,61"
"J. Mondragón,325000,24,61"
"E. Joseph,525000,19,61"
"J. Sánchez Purata,425000,21,61"
"Jung Seon Ho,200000,29,61"
"J. Ponceau,500000,18,61"
"F. Sgarbi,350000,21,61"
"T. Warschewski,450000,21,61"
"D. Barlaser,375000,22,61"
"C. Omeje,260000,28,61"
"M. Taylor-Crossdale,525000,19,61"
"H. Wingo,350000,23,61"
"T. Taiwo,250000,29,61"
"M. Knudsen,350000,23,61"
"M. Allende,400000,19,61"
"C. Brandeborn,260000,28,61"
"L. Scherff,375000,22,61"
"T. Clarke,550000,20,61"
"Y. Iwasaki,425000,20,61"
"E. Linthorst,400000,19,61"
"D. Carr,325000,24,61"
"D. Jarl,260000,26,61"
"D. Klomp,325000,20,61"
"M. Castro,350000,23,61"
"C. Martin,280000,24,61"
"J. Chambers,400000,18,60"
"Oleaga,240000,22,60"
"A. Zendejas,325000,21,60"
"K. Bigler,210000,26,60"
"D. Jarvis,450000,20,60"
"M. Barnes,300000,22,60"
"M. Bakhit,200000,27,60"
"S. Perić,240000,22,60"
"G. Herrem,200000,31,60"
"J. Marcinkowski,280000,21,60"
"J. Montaño,230000,25,60"
"D. Loader,450000,18,60"
"N. Rütten,260000,23,60"
"D. Cole,220000,27,60"
"R. Mudražija,450000,21,60"
"J. Williams,350000,21,60"
"H. Al Ghamdi,450000,19,60"
"G. Reilly,260000,25,60"
"C. Slattery,450000,20,60"
"J. Coustrain,300000,23,60"
"Kang Yun Seong,400000,21,60"
"Park Jeong Su,210000,24,60"
"A. Buongiorno,400000,19,60"
"Yang Jun,10000,37,60"
"L. Gottwalt,325000,21,60"
"K. Skoglund,150000,31,60"
"B. Urbański,325000,20,60"
"J. Velásquez,325000,23,60"
"C. Kühlwetter,300000,22,60"
"Lee Ji Hoon,240000,24,60"
"R. Mahazi,180000,26,60"
"E. Erenler,230000,25,60"
"D. Cruz,230000,24,60"
"E. Weeger,250000,22,60"
"K. Krasniqi,300000,23,60"
"J. Gibbons,240000,20,60"
"A. Favaro,200000,23,60"
"Algobia,450000,19,60"
"N. Ferguson,375000,18,60"
"Guo Quanbo,260000,21,60"
"P. Ruiz,450000,20,60"
"L. Croll,240000,24,60"
"F. Çakır,210000,24,60"
"S. Murillo,230000,25,60"
"M. Rauschenberg,210000,27,60"
"V. Burgoa,400000,18,60"
"A. Al Harbi,160000,30,60"
"Liao Bochao,150000,31,60"
"M. Okazaki,400000,20,60"
"T. Makowski,375000,19,60"
"R. Izumi,270000,25,60"
"M. Seidel,210000,24,60"
"G. Abregú,290000,21,60"
"R. Germain,290000,23,60"
"R. Strain,260000,21,60"
"J. Maddox,450000,20,60"
"M. Lund,250000,22,60"
"D. Chávez,270000,23,60"
"R. Miller,210000,29,60"
"V. Drkušić,375000,19,60"
"R. Fulton,210000,22,60"
"P. Posipal,150000,31,60"
"Caio Marcelo,325000,20,60"
"Hu Ruibao,270000,22,60"
"Yang Qipeng,130000,31,60"
"E. Fujishima,170000,27,60"
"A. Racioppi,375000,20,60"
"T. Buhagiar,375000,21,60"
"P. Sussek,425000,19,60"
"Altube,350000,19,60"
"I. Łasicki,250000,23,60"
"San Román,280000,21,60"
"M. Ortíz,240000,25,60"
"H. Nakabayashi,120000,32,60"
"J. Boller,375000,18,60"
"A. Nalic,400000,21,60"
"M. Hausjell,400000,19,60"
"F. Myhre,400000,20,60"
"F. Ugrinic,450000,20,60"
"L. Gibson,375000,18,60"
"L. Martis,290000,23,60"
"E. Durrell,210000,29,60"
"N. Fadiga,425000,19,60"
"E. Zehir,325000,21,60"
"M. Zeidan,350000,20,60"
"K. Bennetts,450000,20,60"
"S. Nigro,280000,22,60"
"K. Lowe,120000,33,60"
"F. Piszczek,300000,23,60"
"Yeun Jong Gyu,400000,20,60"
"Gabriel Brazão,325000,18,60"
"J. Novillo,425000,21,60"
"N. Katterbach,400000,17,60"
"G. Gori,450000,20,60"
"J. Ochoa,280000,22,60"
"M. Chajia,350000,20,60"
"D. Fernández,290000,21,60"
"M. Crowe,230000,23,60"
"A. Nathaniel-George,280000,23,60"
"G. Bakırbaş,210000,22,60"
"Xavi Sintes,375000,17,60"
"D. Becker,400000,21,60"
"T. Pemberton,450000,20,60"
"Yun Ji Hyeok,425000,21,60"
"Y. Zahary,300000,20,60"
"M. Tapias,270000,22,60"
"C. Siya,450000,19,60"
"M. Kouhyar,300000,21,60"
"S. Wilson,260000,26,60"
"R. Frantsen,220000,27,60"
"G. Ivanishvili,210000,29,60"
"N. Mbouhom,375000,19,60"
"Victor Campuzano,350000,21,60"
"A. Hollingen,270000,24,60"
"D. Melichárek,80000,35,60"
"M. Choinière,450000,20,60"
"Y. Smyrnyi,450000,20,60"
"E. Berger,250000,24,60"
"J. Dunleavy,180000,27,60"
"T. Kodama,130000,31,60"
"Daniel Rebollo,350000,19,60"
"B. Gyamfi,240000,23,60"
"Kim Jun Yub,150000,30,60"
"G. Bello,375000,17,60"
"M. Gurski,10000,39,60"
"C. Ilic,250000,22,60"
"N. Antonov,240000,23,60"
"E. Arias,270000,25,60"
"A. Bamba,375000,19,60"
"J. Gulley,220000,26,60"
"F. Musaev,200000,30,60"
"S. Al Khayri,240000,23,60"
"A. Tsvetkov,,28,60"
"T. Kallevåg,250000,26,60"
"N. Keown,300000,23,60"
"O. Drost,300000,23,60"
"L. Sutton,260000,21,60"
"M. Bean,100000,35,60"
"C. Pombo,280000,24,60"
"A. Majrashi,325000,21,60"
"L. Joyce,190000,31,60"
"E. Andersson,350000,21,60"
"U. Mohammed,280000,25,60"
"M. Saito,325000,20,60"
"C. McDermott,400000,21,60"
"L. Salvesen,350000,22,60"
"K. Álvarez,260000,22,60"
"P. Grant,250000,24,60"
"A. Akinola,425000,19,60"
"P. Wiśniewski,250000,20,60"
"S. Fujitani,250000,21,60"
"B. Biabi,300000,23,60"
"Mollejo,400000,18,60"
"J. Qwiberg,200000,26,60"
"S. Smith,450000,21,60"
"H. Mitsumaru,220000,25,60"
"J. Barrett,450000,20,60"
"M. Vano,230000,27,60"
"A. Rodríguez,325000,22,60"
"E. García,350000,21,60"
"S. Otayf,220000,28,60"
"M. Camara,425000,19,60"
"D. Smarsch,375000,20,60"
"A. Al Shammary,325000,23,60"
"P. Monti,270000,21,59"
"K. Hansen,270000,17,59"
"J. Lyden,240000,23,59"
"L. Kryeziu,325000,20,59"
"A. Xhemajli,300000,20,59"
"O. Patrick,250000,22,59"
"K. Fukuda,90000,34,59"
"C. Moya,300000,20,59"
"S. Matthews,230000,21,59"
"Óscar Gil,220000,20,59"
"Joo Hyun Ho,240000,23,59"
"J. Stanic,300000,19,59"
"L. Pfeiffer,230000,22,59"
"C. Hall,280000,21,59"
"N. Mekonnen,290000,19,59"
"G. McEachran,350000,18,59"
"E. Henschel,250000,22,59"
"A. Gamboa,260000,19,59"
"P. Gartler,210000,21,59"
"D. Pender,60000,34,59"
"Gao Jiarun,180000,23,59"
"Moon Jeong In,210000,20,59"
"E. Robson,260000,22,59"
"A. Mitchell,,22,59"
"A. Busti,,18,59"
"S. Sidler,260000,20,59"
"P. McClean,250000,22,59"
"D. Olsson,190000,21,59"
"A. Sissoko,220000,22,59"
"B. Rojas,230000,21,59"
"O. Mbaizo,230000,21,59"
"B. Chorbadzhiyski,,23,59"
"A. Kecskés,200000,23,59"
"L. Gordon,270000,18,59"
"Liu Yang,230000,23,59"
"J. Gies,150000,24,59"
"K. Hoffmann,210000,23,59"
"I. Domínguez,290000,18,59"
"R. Cagnon,240000,21,59"
"C. Wood,210000,22,59"
"J. Al Shammari,180000,27,59"
"T. Miyazaki,140000,32,59"
"Ou Ya,90000,33,59"
"M. Payero,325000,20,59"
"Kim Tae Han,190000,23,59"
"V. Wojtkowiak,250000,21,59"
"J. Córdova,200000,23,59"
"F. Bjørkan,190000,20,59"
"P. Wade,290000,18,59"
"G. Poynton,240000,21,59"
"A. Ikedi,260000,20,59"
"K. Danielak,170000,27,59"
"T. Hadler,150000,22,59"
"P. Mullin,210000,24,59"
"K. Mouanga,280000,18,59"
"J. Stevens,325000,18,59"
"T. Nishi,150000,28,59"
"J. Guevara,190000,26,59"
"Zhang Yi,200000,25,59"
"F. Brorsson,260000,21,59"
"K. Dimitriou,300000,19,59"
"M. Eid,210000,25,59"
"B. McGrath,180000,27,59"
"Y. Andzouana,280000,22,59"
"M. Rudakov,180000,23,59"
"Ding Jie,100000,31,59"
"H. Forster,280000,18,59"
"S. Bengriba,20000,38,59"
"Cui Yongzhe,100000,32,59"
"Ha Sung Min,130000,31,59"
"N. Ralph,160000,26,59"
"A. Greene,160000,29,59"
"Paulo Alves,260000,21,59"
"I. Al Talhi,210000,24,59"
"K. Miazek,190000,22,59"
"M. Ebiye,260000,21,59"
"Chen Zhongliu,200000,25,59"
"O. Valakari,325000,19,59"
"J. Atanasov,290000,19,59"
"K. Huntelaar,260000,20,59"
"R. Hutchinson,290000,18,59"
"M. López,130000,28,59"
"Yoo Ji Ha,300000,19,59"
"A. Ablet,100000,31,59"
"S. Farhan,250000,22,59"
"A. Thapa,,21,59"
"D. Adshead,300000,17,59"
"T. Trautner,170000,24,59"
"T. Gallacher,290000,19,59"
"Y. Takaoka,160000,22,59"
"K. Ademi,230000,23,59"
"J. Falkmar,150000,27,59"
"J. Urzúa,325000,19,59"
"A. Jakubiak,260000,22,59"
"L. Cullen,325000,19,59"
"J. Heil,220000,21,59"
"C. Arroyave,170000,23,59"
"J. Doherty,230000,22,59"
"J. Hodgkiss,100000,32,59"
"T. Matthews,300000,18,59"
"J. Flatt,160000,24,59"
"C. Tiéhi,240000,20,59"
"E. Kastrati,210000,22,59"
"K. McFarlane,240000,22,59"
"M. Hoxha,280000,19,59"
"A. Bolger,325000,19,59"
"K. Yajima,230000,23,59"
"Lee Tae Hee,130000,26,59"
"Tellado,260000,20,59"
"H. Evjen,260000,19,59"
"J. Lahne,300000,17,59"
"Song Long,120000,29,59"
"Cao Haiqing,160000,25,59"
"M. Kuchta,180000,23,59"
"V. Oliver,190000,27,59"
"D. Kulikov,220000,20,59"
"M. Rieder,325000,19,59"
"Sun Bo,160000,28,59"
"F. Ourega,180000,26,59"
"R. Tugarev,260000,20,59"
"A. Rizzo,325000,19,59"
"R. Lowry,160000,25,59"
"H. Sandvik,130000,29,59"
"Wang Qiuming,180000,26,59"
"I. Boye,230000,22,59"
"N. Trott,280000,20,59"
"L. Krüger,260000,19,58"
"M. Berisha,280000,20,58"
"A. Amade,230000,19,58"
"I. Meite,190000,22,58"
"M. Guehi,230000,18,58"
"J. Pourtau,210000,19,58"
"Zheng Tao,70000,33,58"
"J. Clarke,100000,29,58"
"T. Reithmeir,240000,19,58"
"N. Hunziker,180000,23,58"
"R. Gondoh,180000,21,58"
"L. Jones,150000,23,58"
"A. Gürleyen,250000,19,58"
"G. Cuomo,250000,21,58"
"C. Mbulu,190000,22,58"
